TP53	2.468e+13	
PIK3CA	1.19844e+13	
CDH1	3.10966e+12	
GATA3	1.63784e+12	
TTN	8.62203e+11	
PTEN	7.74534e+11	
AKT1	7.5221e+11	
KMT2C	5.48785e+11	
NCOR1	2.19767e+11	
RUNX1	1.78239e+11	
PIK3R1	1.60027e+11	
PRKDC	1.44232e+11	
ARID1A	1.24384e+11	
ERBB2	1.18643e+11	
ATM	1.16849e+11	
MTOR	9.455e+10	
BRCA1	8.80536e+10	
CTCF	7.93135e+10	
DMD	7.31584e+10	
EP300	6.42667e+10	
EGFR	6.24451e+10	
HTT	5.86947e+10	
ATRX	5.8668e+10	
FOXA1	5.61377e+10	
TAF1	5.5865e+10	
KMT2D	5.26914e+10	
CHD4	5.10591e+10	
CREBBP	4.54198e+10	
SYNE1	4.51651e+10	
BRCA2	4.35267e+10	
KMT2A	4.25696e+10	
UBC	4.05859e+10	
ANK3	3.77942e+10	
KDM6A	3.35126e+10	
TRRAP	2.92113e+10	
HSP90AB1	2.91675e+10	
RB1	2.90844e+10	
HDAC1	2.82337e+10	
MAP2K4	2.8096e+10	
CUL7	2.69415e+10	
ESR1	2.35717e+10	
FN1	2.27857e+10	
RANBP2	2.15621e+10	
MED12	2.09976e+10	
FBXW7	2.09004e+10	
EP400	1.98682e+10	
DNMT1	1.90693e+10	
TLR4	1.78362e+10	
NOTCH2	1.7836e+10	
STAT3	1.78049e+10	
AHNAK	1.65237e+10	
XPO1	1.50954e+10	
KRAS	1.47842e+10	
NCOA6	1.42386e+10	
TP53BP1	1.39798e+10	
CNOT1	1.33715e+10	
HSPA5	1.31843e+10	
ACTB	1.25529e+10	
RB1CC1	1.19592e+10	
IKBKB	1.16148e+10	
IGF1R	1.15454e+10	
PARP1	1.14254e+10	
CDKN1B	1.13805e+10	
VWF	1.11182e+10	
ATR	1.10837e+10	
HSPA8	1.07944e+10	
TEP1	1.02447e+10	
ERBB3	9.30854e+09	
NOTCH1	8.94027e+09	
PTK2	8.86484e+09	
GNAS	8.67239e+09	
AR	8.44837e+09	
DROSHA	8.23186e+09	
CDK12	8.15489e+09	
EHMT1	8.07562e+09	
CTNNB1	8.02524e+09	
HDAC6	7.88931e+09	
KIT	7.87451e+09	
MKI67	7.84166e+09	
EEF1A1	7.75836e+09	
SRCAP	7.40486e+09	
HSPA4	7.25941e+09	
DDX5	7.04941e+09	
PPARG	6.86935e+09	
ABL1	6.86516e+09	
MYB	6.83427e+09	
NCL	6.82337e+09	
PLCG1	6.70684e+09	
TPR	6.64271e+09	
DICER1	6.6073e+09	
FLNA	6.342e+09	
TOPBP1	5.92275e+09	
AKAP9	5.76563e+09	
APC	5.75796e+09	
SUPT16H	5.68922e+09	
SMG1	5.68493e+09	
NFKB1	5.48961e+09	
MEN1	5.48552e+09	
RET	5.41428e+09	
MET	5.40418e+09	
IREB2	5.39551e+09	
EEF2	5.36551e+09	
FGFR1	5.35987e+09	
SYNE2	5.28127e+09	
NOTCH3	5.20212e+09	
JAK1	5.1741e+09	
FGFR2	5.11247e+09	
CHD3	5.09015e+09	
ARID2	5.06648e+09	
LRP1	4.99404e+09	
HSPD1	4.9614e+09	
HSP90AA1	4.86234e+09	
DHX9	4.84253e+09	
TJP1	4.68886e+09	
BDP1	4.66261e+09	
DNMT3A	4.60574e+09	
MED1	4.59112e+09	
BLM	4.58056e+09	
STAT5A	4.53313e+09	
RYR1	4.47201e+09	
CENPE	4.46152e+09	
BRAF	4.36563e+09	
TFAP2A	4.33224e+09	
RPS6	4.28022e+09	
EXO1	4.19055e+09	
SERPINE1	4.18216e+09	
KDR	4.11147e+09	
PLK1	4.08873e+09	
NLRC4	4.08767e+09	
ROCK1	3.99607e+09	
HIF1A	3.99083e+09	
TBP	3.97488e+09	
TLN1	3.97315e+09	
PALB2	3.9357e+09	
AXIN1	3.93249e+09	
AGO1	3.91303e+09	
TNFAIP3	3.8198e+09	
CENPF	3.74447e+09	
NTRK2	3.72265e+09	
PTPRC	3.70546e+09	
MAPK14	3.70102e+09	
RICTOR	3.69718e+09	
JAK3	3.60904e+09	
UBA1	3.52509e+09	
ARID1B	3.52455e+09	
GSK3B	3.51522e+09	
PRPF8	3.50034e+09	
PDGFRB	3.48997e+09	
DLG1	3.48787e+09	
ERCC6	3.45783e+09	
KAT6B	3.44278e+09	
MCM4	3.43222e+09	
WRN	3.43053e+09	
MSH6	3.4261e+09	
ADGRV1	3.42604e+09	
OBSL1	3.41341e+09	
CD44	3.41206e+09	
PTCH1	3.41041e+09	
STAG2	3.37023e+09	
ACE	3.35445e+09	
COL1A1	3.34406e+09	
THBS1	3.33833e+09	
CD4	3.32052e+09	
TLR7	3.31675e+09	
POLE	3.31126e+09	
CLTC	3.30684e+09	
ASXL1	3.28302e+09	
TRAF6	3.27452e+09	
APP	3.26142e+09	
USP7	3.25175e+09	
E2F1	3.23852e+09	
COL1A2	3.23347e+09	
MMP9	3.20268e+09	
AGO2	3.15594e+09	
HRAS	3.13188e+09	
STAT6	3.13048e+09	
SSRP1	3.12361e+09	
TP53BP2	3.09509e+09	
TCF4	3.09322e+09	
DYNC1H1	3.08775e+09	
JUN	3.07073e+09	
DSP	3.05878e+09	
DGCR8	3.04538e+09	
NCOR2	3.01465e+09	
BRIP1	3.01116e+09	
UBE3A	2.98082e+09	
RAD51	2.97539e+09	
EPAS1	2.95648e+09	
ETS1	2.95458e+09	
TSC2	2.94533e+09	
CCNA2	2.93672e+09	
APAF1	2.92265e+09	
HCFC1	2.80473e+09	
CUL4B	2.80029e+09	
KAT2B	2.78987e+09	
KAT2A	2.785e+09	
ITGB2	2.78324e+09	
NLRP3	2.78136e+09	
CUL1	2.73672e+09	
ITGAM	2.63339e+09	
CHEK2	2.61808e+09	
MRC1	2.60154e+09	
FANCD2	2.57565e+09	
EZH2	2.56905e+09	
CCT3	2.52569e+09	
NCOA3	2.50278e+09	
DDX3X	2.48136e+09	
PGR	2.45799e+09	
DNA2	2.45329e+09	
KDM1A	2.44423e+09	
KAT6A	2.43872e+09	
EGR1	2.41938e+09	
PIK3CB	2.41788e+09	
PMS2	2.41429e+09	
PPP2CA	2.40521e+09	
EPRS1	2.39676e+09	
PRKACA	2.37169e+09	
RNF20	2.37062e+09	
CHUK	2.37028e+09	
POLR1A	2.35407e+09	
GLI2	2.34484e+09	
JAK2	2.34234e+09	
FBN1	2.32102e+09	
VCP	2.30504e+09	
NIPBL	2.28878e+09	
BCL6	2.27178e+09	
MCM7	2.27136e+09	
CDK1	2.26245e+09	
KDM4A	2.25717e+09	
PRMT5	2.24299e+09	
IGF2R	2.23544e+09	
WAS	2.21909e+09	
POLR2A	2.21577e+09	
CFH	2.21318e+09	
USP15	2.19008e+09	
F8	2.18764e+09	
ATG7	2.18695e+09	
RPL4	2.17768e+09	
ITGB1	2.17088e+09	
ITGA2	2.16605e+09	
RPLP0	2.16355e+09	
VCAM1	2.15606e+09	
REV3L	2.1412e+09	
PDGFRA	2.13362e+09	
RBBP4	2.13269e+09	
SUPT5H	2.11474e+09	
MAP3K5	2.11308e+09	
KIF4A	2.09175e+09	
MAPT	2.08668e+09	
UTP14A	2.0857e+09	
BTRC	2.08294e+09	
HIPK2	2.05371e+09	
SNAI1	2.03914e+09	
TNRC6A	2.03557e+09	
GTSE1	2.03435e+09	
EEA1	2.02626e+09	
NEDD4	2.01998e+09	
FOXM1	2.00975e+09	
KIF14	1.99575e+09	
SYNCRIP	1.98939e+09	
HSPG2	1.98608e+09	
XRCC6	1.98507e+09	
CUL4A	1.98418e+09	
DDX20	1.98131e+09	
G3BP1	1.97663e+09	
GLI3	1.97066e+09	
PRKAA1	1.96318e+09	
VIRMA	1.94397e+09	
BTK	1.92633e+09	
PHF20	1.92373e+09	
CACNA1C	1.91933e+09	
POLA1	1.91822e+09	
ESPL1	1.87744e+09	
MYLK	1.85538e+09	
HDAC2	1.83605e+09	
IKBKE	1.83225e+09	
DCAF1	1.81568e+09	
DAXX	1.80685e+09	
CABIN1	1.80334e+09	
CDC6	1.80026e+09	
BRD7	1.78924e+09	
CNOT3	1.77397e+09	
MRE11	1.76178e+09	
EIF2AK3	1.74751e+09	
HNRNPU	1.713e+09	
INSR	1.71285e+09	
EIF4A2	1.69252e+09	
ITGB4	1.68732e+09	
MLH1	1.68672e+09	
MYH11	1.67474e+09	
ATP7A	1.67324e+09	
RUNX2	1.64371e+09	
NUP98	1.63354e+09	
PSMD4	1.63314e+09	
NUP155	1.61159e+09	
RPL5	1.60862e+09	
ITGAX	1.5825e+09	
TGFBR2	1.57938e+09	
RUNX1T1	1.57772e+09	
ITK	1.57136e+09	
PBRM1	1.55741e+09	
CDC25C	1.55368e+09	
BAP1	1.54396e+09	
CUL3	1.53455e+09	
NCOA2	1.52619e+09	
FLT1	1.50822e+09	
HSPA9	1.46932e+09	
CCT6B	1.46388e+09	
TSC1	1.46236e+09	
MECP2	1.46013e+09	
NOS3	1.44865e+09	
