TP53	1.5778e+11	
PTEN	1.0349e+11	
PIK3CA	3.91118e+10	
CTNNB1	3.83079e+10	
PIK3R1	1.13133e+10	
ARID1A	9.83468e+09	
KRAS	6.4237e+09	
FBXW7	3.30923e+09	
CTCF	3.15032e+09	
TTN	2.74604e+09	
CHD4	2.15656e+09	
PPP2R1A	2.04527e+09	
ATM	1.77933e+09	
KMT2D	1.65904e+09	
EP300	1.60085e+09	
AKT1	1.30588e+09	
TAF1	1.23153e+09	
MTOR	1.22428e+09	
CREBBP	1.03666e+09	
SPOP	8.89003e+08	
PRKDC	7.15892e+08	
DICER1	6.03613e+08	
KMT2C	5.88021e+08	
FGFR2	5.76171e+08	
ATRX	5.66069e+08	
STAT3	5.6196e+08	
BRCA2	5.47063e+08	
RANBP2	5.36742e+08	
EGFR	5.29196e+08	
TRRAP	4.7769e+08	
FN1	4.55065e+08	
ANK3	4.44659e+08	
HTT	4.3775e+08	
JAK1	4.33666e+08	
HSP90AB1	4.27702e+08	
DMD	4.04864e+08	
ESR1	3.90576e+08	
MED12	3.81752e+08	
EP400	3.36757e+08	
NOTCH1	3.21336e+08	
RB1	3.16073e+08	
CHD3	3.14306e+08	
HSPA4	3.05073e+08	
CCND1	2.84212e+08	
SETD2	2.83421e+08	
CASP8	2.68453e+08	
KDM6A	2.6469e+08	
RYR2	2.52676e+08	
ERBB2	2.41482e+08	
ABL1	2.35628e+08	
AHNAK	2.34012e+08	
ANK1	2.32867e+08	
NCOR1	2.32488e+08	
POLE	2.31032e+08	
AGO2	2.25139e+08	
EEF2	2.24692e+08	
MKI67	2.18849e+08	
DNMT1	2.14619e+08	
ATR	2.10605e+08	
SYNE1	2.0023e+08	
CDH1	1.96809e+08	
APP	1.96344e+08	
AR	1.9465e+08	
HIF1A	1.94222e+08	
PIKFYVE	1.91945e+08	
MYC	1.91387e+08	
DROSHA	1.90286e+08	
BRD4	1.86924e+08	
KMT2A	1.81577e+08	
BRCA1	1.78685e+08	
DDX3X	1.7712e+08	
ERBB3	1.73755e+08	
PRPF8	1.62748e+08	
RNF43	1.61251e+08	
MET	1.58844e+08	
ROCK1	1.546e+08	
NFE2L2	1.53751e+08	
RPL22	1.53041e+08	
FLNA	1.51417e+08	
MSH6	1.51063e+08	
SOS1	1.48997e+08	
NCOR2	1.48741e+08	
NEDD4	1.4726e+08	
PARD3	1.39863e+08	
E2F1	1.34697e+08	
TP53BP1	1.33286e+08	
ABCB1	1.29953e+08	
NFKB1	1.25214e+08	
MMP9	1.2164e+08	
CUL7	1.20713e+08	
NOTCH3	1.18887e+08	
EZH2	1.15494e+08	
XPO1	1.10731e+08	
PIK3CD	1.06935e+08	
PDGFRB	1.06568e+08	
BRAF	1.06088e+08	
KAT6A	1.04642e+08	
PTPRC	1.01418e+08	
PTK2	1.01373e+08	
PALB2	1.01359e+08	
HDAC6	1.00161e+08	
UBA1	9.98628e+07	
RASA1	9.89499e+07	
NRAS	9.55538e+07	
ASXL1	9.51866e+07	
RELA	9.41966e+07	
FOXO1	9.22577e+07	
TOPBP1	9.14517e+07	
TSC2	9.10173e+07	
POLR2A	9.07983e+07	
PLCG2	8.90392e+07	
BTK	8.71004e+07	
NCOA6	8.51769e+07	
IGF1R	8.47498e+07	
TTK	8.41781e+07	
POLA1	8.38505e+07	
CHEK2	8.1388e+07	
SREBF2	8.02494e+07	
TLR4	7.94887e+07	
PIK3CB	7.84386e+07	
USP7	7.6425e+07	
SETDB1	7.61572e+07	
BLM	7.45938e+07	
STAT1	7.45562e+07	
ACTB	7.38091e+07	
APC	7.36679e+07	
VCP	7.30662e+07	
NOTCH2	7.2368e+07	
FBN1	7.21525e+07	
JUN	7.18967e+07	
THBS1	6.94909e+07	
LRP1	6.87569e+07	
KAT2B	6.79392e+07	
EHMT1	6.68835e+07	
RB1CC1	6.65263e+07	
FLT1	6.55607e+07	
ERCC6	6.54836e+07	
HSP90AA1	6.42205e+07	
GLI2	6.36549e+07	
PARP1	6.13044e+07	
EPAS1	6.11357e+07	
PIK3CG	6.04095e+07	
RAD50	6.01857e+07	
TOP2A	6.00255e+07	
ARHGAP35	5.81039e+07	
CNOT1	5.80914e+07	
MYH11	5.80061e+07	
IRS1	5.77761e+07	
DCAF1	5.71185e+07	
ARID2	5.71152e+07	
SRCAP	5.55349e+07	
INSR	5.54782e+07	
ZEB1	5.53036e+07	
SF3B1	5.48543e+07	
WRN	5.42779e+07	
NR3C1	5.42717e+07	
TSC1	5.40857e+07	
UBE3A	5.38709e+07	
MSH2	5.37565e+07	
CTNND1	5.33735e+07	
DDX5	5.33448e+07	
TEP1	5.31485e+07	
HDAC2	5.30011e+07	
REV3L	5.29997e+07	
ITGAM	5.26573e+07	
KAT2A	5.26042e+07	
PTCH1	5.25582e+07	
DNMT3A	5.25249e+07	
IKBKB	5.25039e+07	
AXL	5.2299e+07	
JAK2	5.2241e+07	
MDC1	5.21653e+07	
IGF2R	5.2135e+07	
MSN	5.10492e+07	
HSPA5	5.09887e+07	
MTA1	5.01958e+07	
KAT5	4.92056e+07	
BDP1	4.89847e+07	
FMR1	4.89357e+07	
TJP1	4.8783e+07	
PRKN	4.83542e+07	
POLR1A	4.8206e+07	
SGK1	4.81761e+07	
SETD1A	4.81086e+07	
APAF1	4.7834e+07	
DDB1	4.77117e+07	
TBL1X	4.7121e+07	
DSP	4.66375e+07	
BCL2L11	4.65031e+07	
RUNX2	4.61722e+07	
NIPBL	4.61523e+07	
OBSL1	4.56894e+07	
HCFC1	4.56438e+07	
