gene1	gene2	jaccard index	pv (ws)
CTNNA2	DCDC1	0.0	0.0656
CTNNA2	ATP2B3	0.0	0.0656
CTNNA2	SYNE1	0.040983606557377046	0.0277
CTNNA2	LRP6	0.0	0.0745
CTNNA2	CEMIP2	0.0	0.0656
CTNNA2	JMJD1C	0.0	0.0351
CTNNA2	CHD8	0.0	0.0745
CTNNA2	COL6A2	0.0	0.0793
CTNNA2	UNC5D	0.0	0.0504
CTNNA2	CATSPERD	0.0	0.0745
CTNNA2	KIF21A	0.0	0.0656
CTNNA2	DSCAM	0.016666666666666666	0.0852
CTNNA2	NUMA1	0.0	0.0601
CTNNA2	PDE3A	0.0	0.0167
CTNNA2	CDH19	0.0	0.0745
CTNNA2	MKI67	0.0	0.0287
CTNNA2	MYO5A	0.0	0.0793
CTNNA2	SORBS2	0.0	0.0793
THSD7B	PKHD1L1	0.014084507042253521	0.0915
THSD7B	DNAH2	0.0	0.0793
THSD7B	LRP1B	0.009259259259259259	0.012
THSD7B	GRM1	0.0	0.0642
THSD7B	KALRN	0.0	0.0928
THSD7B	ABCA13	0.0	0.0541
ZEB2	TTN	0.016877637130801686	0.0159
ZEB2	SPTA1	0.0	0.0851
SATB2	TP53	0.01928374655647383	0.0224
SATB2	SI	0.0	0.0583
SLC4A3	CDKN2A	0.008928571428571428	0.0699
SLC4A3	TP53	0.013774104683195593	0.0111
SLC4A3	HUWE1	0.0	0.0897
FRAS1	MDGA2	0.0	0.0861
FRAS1	KMT2D	0.03260869565217391	0.0846
FRAS1	TTN	0.04132231404958678	0.0233
FRAS1	DIDO1	0.0	0.0861
FRAS1	MUC16	0.03968253968253968	0.0763
FRAS1	DYSF	0.0	0.0773
FRAS1	SCN1A	0.016666666666666666	0.0872
FRAS1	MAP1B	0.0	0.0773
FRAS1	KEAP1	0.0	0.092
FRAS1	LCT	0.0	0.0773
FRAS1	ADGRL3	0.0	0.092
FRAS1	MYCBP2	0.0	0.052
FRAS1	ANKRD11	0.0	0.0773
FRAS1	ANK2	0.016666666666666666	0.0872
FRAS1	PRDM9	0.01639344262295082	0.0823
FRAS1	LAMA2	0.016129032258064516	0.0775
FRAS1	STAB2	0.0	0.092
FRAS1	MAP2	0.0	0.0671
FRAS1	BRCA2	0.0	0.0861
FRAS1	NLRP8	0.0	0.0671
FRAS1	CNOT1	0.0	0.0861
BMP3	TTN	0.004310344827586207	0.0574
PCDHA6	KCNT2	0.0	0.067
PCDHA6	KMT2D	0.022222222222222223	0.0496
PCDHA6	ATRX	0.0	0.0762
PCDHA6	TTN	0.04184100418410042	0.1
PCDHA6	NSD1	0.013157894736842105	0.0347
PCDHA6	DNAH11	0.0	0.0148
PCDHA6	SLITRK3	0.0	0.0861
PCDHA6	PCDH11X	0.015151515151515152	0.0676
PCDHA6	POLQ	0.0	0.0762
PCDHA6	MUC16	0.03225806451612903	0.0682
PCDHA6	FAT1	0.03007518796992481	0.0424
PCDHA6	TNR	0.0	0.0888
PCDHA6	PPFIA2	0.0	0.0558
PCDHA6	THSD7A	0.0	0.0301
PCDHA6	SSPOP	0.0	0.0861
PCDHA6	TAF1L	0.0	0.0661
PCDHA6	PXDNL	0.0	0.0888
PCDHA6	RYR2	0.011627906976744186	0.0162
PCDHA6	MRC1	0.0	0.0888
PCDHA6	SPHKAP	0.0	0.067
PCDHA6	MYH4	0.0	0.0558
PCDHA6	MAP2	0.0	0.0888
PCDHA6	ZNF208	0.0	0.0407
PCDHA6	ADCY2	0.0	0.0762
PCDHA6	MYO18B	0.0	0.0762
PCDHB12	KMT2D	0.02197802197802198	0.0389
PCDHB12	UTRN	0.0	0.063
PCDHB12	MACF1	0.015151515151515152	0.0572
PCDHB12	CNTNAP5	0.0	0.0879
PCDHB12	VPS13B	0.015625	0.0683
PCDHB12	SDK1	0.0	0.063
PCDHB12	PLEC	0.014285714285714285	0.0532
PCDHB12	USP34	0.0	0.0491
PCDHB12	DNAH2	0.0	0.0351
PCDHB12	BRINP3	0.0	0.0879
