gene1	gene2	jaccard index	pv (ws)
KCNF1	PCLO	0.0	0.0775
KCNF1	USH2A	0.0	0.0898
CTNNA2	COL4A3	0.0	0.0462
CTNNA2	MYLK	0.0	0.0742
CTNNA2	MECOM	0.0	0.0742
CTNNA2	NSD1	0.023255813953488372	0.0165
CTNNA2	NUTM1	0.0	0.0988
CTNNA2	CACNA1A	0.0	0.0988
CTNNA2	HRAS	0.016666666666666666	0.08
CTNNA2	EP300	0.014492753623188406	0.0318
CTNNA2	PCDHA8	0.0	0.0742
CTNNA2	ARID2	0.0	0.0552
CTNNA2	HMCN1	0.028985507246376812	0.1
CTNNA2	PLCL1	0.0	0.0462
CTNNA2	NAV3	0.025974025974025976	0.0502
CTNNA2	GABRB3	0.0	0.0742
CTNNA2	ANKRD12	0.0	0.0988
CTNNA2	NFATC2	0.0	0.0742
CTNNA2	PXDNL	0.0	0.0297
CTNNA2	XIRP1	0.0	0.0666
CTNNA2	MYBPC1	0.0	0.0843
CTNNA2	OR5D16	0.0	0.0988
CTNNA2	UNC5D	0.0	0.0462
CTNNA2	RBP3	0.0	0.0462
CTNNA2	PCNX1	0.0	0.0462
CTNNA2	MYO15A	0.016666666666666666	0.08
CTNNA2	ZNF43	0.0	0.0552
CTNNA2	CFAP54	0.0	0.0988
CTNNA2	DOCK11	0.0	0.0843
CTNNA2	NTRK3	0.0	0.0843
CTNNA2	NAV2	0.0	0.0742
CTNNA2	RASGRF1	0.0	0.0843
CTNNA2	IFT80	0.0	0.0742
CTNNA2	TPO	0.0	0.0988
CTNNA2	ZNF347	0.0	0.0988
CTNNA2	FAM47B	0.0	0.0666
THSD7B	TP53	0.030303030303030304	0.0833
THSD7B	MAGEC1	0.0	0.0707
THSD7B	NSD1	0.014084507042253521	0.0816
THSD7B	PCDH11X	0.0	0.0276
THSD7B	PAPPA2	0.0	0.0188
THSD7B	DCHS2	0.0	0.0843
THSD7B	COL6A3	0.0	0.0882
THSD7B	RYR3	0.0	0.043
THSD7B	SPTA1	0.0	0.0491
THSD7B	MYH8	0.0	0.0843
THSD7B	COL14A1	0.0	0.0775
THSD7B	FAT3	0.0	0.0276
THSD7B	FMN2	0.0	0.043
ZEB2	HUWE1	0.0	0.0447
ZEB2	VPS13B	0.0	0.0733
ZEB2	PKHD1L1	0.0	0.0366
ZEB2	EP300	0.0	0.0942
ZEB2	HMCN1	0.0	0.0871
ZEB2	AHNAK2	0.0	0.0583
ZEB2	USH2A	0.011627906976744186	0.0818
MYO3B	CSMD3	0.0	0.0293
SATB2	CDKN2A	0.008771929824561403	0.0297
SATB2	PCLO	0.010752688172043012	0.0744
SATB2	XIRP2	0.0	0.0314
SATB2	CASP8	0.0	0.0507
SATB2	RYR3	0.0	0.0882
SATB2	ZFHX4	0.0	0.0575
SATB2	RELN	0.0	0.0558
SATB2	MUC5B	0.0	0.0882
CHPF	TP53	0.00554016620498615	0.0231
SLC4A3	TP53	0.013774104683195593	0.0104
SLC4A3	COL11A1	0.0	0.0909
SLC4A3	SYNE1	0.009615384615384616	0.095
SLC4A3	DST	0.0	0.0506
SLC4A3	MUC16	0.008620689655172414	0.0617
SLC4A3	FAT1	0.008	0.0444
WDR49	PKHD1L1	0.0	0.0964
FRAS1	MDGA2	0.0	0.091
FRAS1	UTRN	0.0	0.0525
FRAS1	CSMD3	0.03305785123966942	0.0389
FRAS1	CFAP47	0.0	0.0664
FRAS1	PRKDC	0.0	0.0334
FRAS1	NLRP3	0.0	0.091
FRAS1	XIRP2	0.024096385542168676	0.0501
FRAS1	CASP8	0.02666666666666667	0.0941
FRAS1	ANKRD11	0.0	0.0756
FRAS1	FRYL	0.0	0.091
FRAS1	MED12L	0.0	0.0609
FRAS1	ZFHX4	0.0136986301369863	0.0293
FRAS1	PLXNA1	0.0	0.091
FRAS1	ADCY8	0.0	0.039
FRAS1	ATP10B	0.0	0.0664
FRAS1	PPP1R9A	0.0	0.0477
BMP3	MUC16	0.0	0.091
PCDHA6	TP53	0.04120879120879121	0.0946
PCDHA6	VPS13B	0.015873015873015872	0.0852
PCDHA6	PTPRB	0.0	0.0682
PCDHA6	ROS1	0.0	0.046
PCDHA6	AHNAK2	0.014925373134328358	0.0557
PCDHA6	CHD7	0.0	0.091
PCDHB12	TP53	0.0410958904109589	0.0444
PCDHB12	CSMD3	0.03361344537815126	0.0672
PCDHB12	ATP13A4	0.0	0.0621
PCDHB12	DNAH3	0.0	0.0342
PCDHB12	LCT	0.0	0.0903
PCDHB12	ZNF521	0.0	0.0756
PCDHB12	DMD	0.025974025974025976	0.0959
PCDHB12	LRP2	0.014705882352941176	0.0563
PCDHB12	KIF21B	0.0	0.0903
PCDHB12	XIRP2	0.012195121951219513	0.0199
PCDHB12	LAMA1	0.0	0.0547
PCDHB12	SEMA5A	0.0	0.0756
PCDHB12	NFE2L2	0.0	0.0418
PCDHB12	CHD7	0.0	0.0756
PCDHB12	LTBP1	0.0	0.0903
PCDHB12	DNAH5	0.020202020202020204	0.0232
PCDHB12	ADCY8	0.0	0.0489
PCDHB12	PPP1R9A	0.0	0.0621
PCDHB12	ZNF99	0.0	0.0359
PCDHB12	FAT4	0.013513513513513514	0.0304
PCDHB12	MYH9	0.0	0.0418
PCDHB12	CELSR1	0.0	0.0756
PCDHB12	ADCY2	0.0	0.0684
PCDHB12	ST18	0.0	0.0814
ZFP2	NSD1	0.0	0.0964
ARID1B	TTN	0.02531645569620253	0.0519
ARID1B	COL6A6	0.0	0.0852
ARID1B	DST	0.0125	0.0736
ARID1B	EP300	0.0	0.0664
ARID1B	XIRP2	0.013333333333333334	0.0852
ARID1B	MUC5B	0.0	0.0514
CDKN2A	FLG	0.1038961038961039	0.0695
CDKN2A	CCDC85A	0.017241379310344827	0.0496
CDKN2A	FAM135B	0.0821917808219178	0.0332
CDKN2A	FMNL3	0.0	0.0415
CDKN2A	CSNK2A1	0.0	0.0644
CDKN2A	SRSF6	0.0	0.0644
CDKN2A	PCDHGB6	0.0	0.0415
CDKN2A	MUC17	0.07746478873239436	0.0439
CDKN2A	CSMD3	0.13966480446927373	0.0732
CDKN2A	MAGEC1	0.05426356589147287	0.0619
CDKN2A	MAP10	0.0	0.0644
CDKN2A	BIRC6	0.04032258064516129	0.0595
CDKN2A	AFF3	0.024390243902439025	0.0131
CDKN2A	NMI	0.0	0.0644
CDKN2A	TTN	0.18214285714285713	0.018
CDKN2A	MECOM	0.02564102564102564	0.0882
CDKN2A	FGFR3	0.008849557522123894	0.0515
CDKN2A	TNFAIP3	0.0	0.0644
CDKN2A	EXOC4	0.017391304347826087	0.0691
CDKN2A	MTUS1	0.0	0.0173
CDKN2A	TRIM14	0.0	0.0644
CDKN2A	CNTN5	0.008695652173913044	0.0259
CDKN2A	FANCM	0.008849557522123894	0.0515
CDKN2A	NUTM1	0.017241379310344827	0.0496
CDKN2A	MAP1A	0.031746031746031744	0.0132
CDKN2A	NCOR1	0.00847457627118644	0.00604
CDKN2A	MTCL1	0.017543859649122806	0.0985
CDKN2A	ZNF808	0.017543859649122806	0.0985
CDKN2A	NUP50	0.0	0.0644
CDKN2A	CACNA1A	0.017241379310344827	0.0496
CDKN2A	FRMPD4	0.017241379310344827	0.0496
CDKN2A	CAPN6	0.008928571428571428	0.0718
