gene1	gene2	jaccard index	pv (ws)
KCNF1	NOTCH1	0.0	0.0539
KCNF1	TTN	0.008583690987124463	0.0634
KCNF1	LRP1B	0.0	0.0534
CTNNA2	PCDH9	0.016666666666666666	0.0783
CTNNA2	ANKRD17	0.0	0.054
CTNNA2	MYLK	0.0	0.0771
CTNNA2	PREX2	0.0	0.0329
CTNNA2	PIK3CA	0.04424778761061947	0.0466
CTNNA2	TENM2	0.0	0.0771
CTNNA2	ADGRL3	0.0	0.049
CTNNA2	CDH9	0.01639344262295082	0.0656
CTNNA2	MKRN3	0.0	0.054
CTNNA2	ZFHX4	0.025	0.0329
CTNNA2	MTUS2	0.0	0.0844
CTNNA2	NLGN1	0.0	0.049
CTNNA2	SPEF2	0.0	0.0844
CTNNA2	NCAM2	0.0	0.0657
CTNNA2	NCKAP5	0.0	0.0771
CTNNA2	PCDHGA12	0.0	0.054
CTNNA2	PCDHA7	0.0	0.049
CTNNA2	CHD9	0.0	0.0844
CTNNA2	MAGEB6B	0.0	0.054
CTNNA2	SPTB	0.0	0.0657
THSD7B	TP53	0.027472527472527472	0.0241
THSD7B	FAM135B	0.014285714285714285	0.0915
THSD7B	MAGEC1	0.0	0.0697
THSD7B	TTN	0.029535864978902954	0.0773
THSD7B	TMEM132D	0.0	0.0705
THSD7B	SYNE1	0.01834862385321101	0.0488
THSD7B	VPS13D	0.0	0.0844
THSD7B	PLEC	0.0	0.0208
THSD7B	PCLO	0.020833333333333332	0.0891
THSD7B	CASP8	0.0	0.0189
THSD7B	CRB1	0.0	0.0697
THSD7B	FBXW7	0.0	0.0578
THSD7B	UNC13C	0.0	0.0547
THSD7B	MYH13	0.0	0.0844
THSD7B	FMN2	0.0	0.0387
THSD7B	ZNF208	0.0	0.0842
ZEB2	CDKN2A	0.017543859649122806	0.0961
ZEB2	ADGRV1	0.0	0.0771
ZEB2	VPS13B	0.0	0.0722
ZEB2	HERC2	0.0	0.0863
ZEB2	LRP2	0.0	0.0587
ZEB2	AHNAK2	0.0	0.0587
ZEB2	APOB	0.0	0.0485
ZEB2	RYR3	0.0	0.0771
ZEB2	MUC5B	0.0	0.0771
ZEB2	SPTA1	0.0	0.0974
ZEB2	PRDM9	0.0	0.0974
ZEB2	LAMA2	0.0	0.0863
ZEB2	FAT3	0.0	0.0598
ZEB2	CSMD1	0.0	0.0771
ZEB2	FAT4	0.0	0.041
INHA	TTN	0.0	0.0474
SLC4A3	MUC16	0.008620689655172414	0.0636
SLC4A3	XIRP2	0.0	0.0633
SLC4A3	RELN	0.0	0.0913
WDR49	TP53	0.013812154696132596	0.0335
WDR49	PKHD1L1	0.0	0.0996
FRAS1	PCDHB12	0.0	0.0753
FRAS1	CDKN2A	0.032520325203252036	0.0337
FRAS1	ZNF536	0.015873015873015872	0.0714
FRAS1	OBSCN	0.015625	0.067
FRAS1	CFAP47	0.0	0.0664
FRAS1	MACF1	0.014705882352941176	0.045
FRAS1	COL24A1	0.0	0.1
FRAS1	NBAS	0.0	0.0466
FRAS1	BIRC6	0.0	0.05
FRAS1	ZNF804A	0.0	0.05
FRAS1	EPHA3	0.0	0.0645
FRAS1	PLCH1	0.0	0.0503
FRAS1	ATP13A4	0.0	0.05
FRAS1	ADGRV1	0.015625	0.067
FRAS1	FAT2	0.016666666666666666	0.0848
FRAS1	TNXB	0.0	0.0466
FRAS1	DNAH11	0.015151515151515152	0.0517
FRAS1	PREX2	0.0	0.0753
FRAS1	PKHD1L1	0.02564102564102564	0.0711
FRAS1	ANK3	0.0	0.0466
FRAS1	TMEM132D	0.0	0.0194
FRAS1	SLITRK3	0.0	0.0645
FRAS1	CFH	0.0	0.1
FRAS1	SDK1	0.0	0.0503
FRAS1	PRKDC	0.0	0.0317
FRAS1	EP300	0.01639344262295082	0.0822
FRAS1	MAP1B	0.0	0.0753
FRAS1	APC	0.0	0.0753
FRAS1	HLA-A	0.0	0.1
FRAS1	LAMA4	0.0	0.0503
FRAS1	DYNC1H1	0.0	0.0432
FRAS1	LRP2	0.014285714285714285	0.036
FRAS1	UNC5C	0.0	0.0503
FRAS1	SSPOP	0.0	0.0645
FRAS1	PCNT	0.0	0.0664
FRAS1	NAV3	0.0	0.00454
FRAS1	SEMA5A	0.0	0.0645
FRAS1	AKAP9	0.0	0.0262
FRAS1	CPAMD8	0.0	0.1
FRAS1	PCDHGA2	0.0	0.1
FRAS1	SORCS3	0.0	0.05
FRAS1	DNAH5	0.019801980198019802	0.0124
FRAS1	PXDNL	0.0	0.0664
FRAS1	SPTA1	0.01639344262295082	0.0822
FRAS1	TRPM3	0.0	0.05
FRAS1	MRC1	0.0	0.0664
FRAS1	GRIN2B	0.0	0.0352
FRAS1	KLHL1	0.0	0.0645
FRAS1	PRDM9	0.01639344262295082	0.0822
FRAS1	ATP10B	0.0	0.0664
FRAS1	ATP10A	0.0	0.0352
FRAS1	MYH13	0.0	0.0277
FRAS1	FAM47C	0.0	0.0664
FRAS1	RIMS2	0.0	0.0179
FRAS1	PDE3A	0.0	0.0466
FRAS1	NALCN	0.0	0.0466
FRAS1	FLNA	0.0	0.1
FRAS1	HFM1	0.0	0.1
FRAS1	SMARCA4	0.0	0.0753
FRAS1	GRM8	0.0	0.05
FRAS1	PTPRM	0.0	0.05
FRAS1	CAMTA1	0.0	0.0753
FRAS1	SPATA31D1	0.0	0.0503
FRAS1	FMN2	0.015625	0.067
FRAS1	FAT4	0.013157894736842105	0.0251
FRAS1	PRKD1	0.0	0.0753
FRAS1	ZNF208	0.0	0.0262
FRAS1	PHF3	0.0	0.1
FRAS1	ZFHX3	0.0	0.1
FRAS1	UBR5	0.0	0.0645
FRAS1	NBEA	0.0	0.1
PCDHA6	OBSCN	0.0	0.0148
PCDHA6	PIK3CA	0.028846153846153848	0.0653
PCDHA6	VPS13D	0.0	0.0433
PCDHA6	HRAS	0.0	0.0522
PCDHA6	USP34	0.0	0.0573
PCDHA6	XIRP2	0.025	0.0869
PCDHA6	CHD7	0.0	0.1
PCDHA6	RYR3	0.01639344262295082	0.0995
PCDHA6	DNAH5	0.030927835051546393	0.0949
PCDHA6	ATP10A	0.0	0.0522
PCDHA6	TNN	0.0	0.063
PCDHA6	MROH2B	0.0	0.0319
PCDHA6	ANO5	0.0	0.1
PCDHA6	PTPRM	0.0	0.063
PCDHA6	ADCY2	0.0	0.075
PCDHA6	MYO18B	0.0	0.075
PCDHB12	CDKN2A	0.03305785123966942	0.0628
PCDHB12	VPS13A	0.0	0.0902
PCDHB12	ZNF536	0.01639344262295082	0.0884
PCDHB12	OBSCN	0.016129032258064516	0.0831
PCDHB12	MUC17	0.014084507042253521	0.0413
PCDHB12	ZNF835	0.0	0.0589
PCDHB12	CFAP47	0.0	0.0807
PCDHB12	TTN	0.041666666666666664	0.0692
PCDHB12	DNAH11	0.0	0.0122
PCDHB12	DST	0.023255813953488372	0.054
PCDHB12	AHNAK	0.024096385542168676	0.0638
PCDHB12	PCDH10	0.0	0.0264
PCDHB12	DOCK2	0.0	0.065
PCDHB12	COL22A1	0.0	0.00961
PCDHB12	FREM2	0.0	0.0589
PCDHB12	RYR3	0.016129032258064516	0.0831
PCDHB12	DNAH10	0.0	0.0753
PCDHB12	TNN	0.0	0.0589
PCDHB12	MYH4	0.0	0.0481
PCDHB12	SPG11	0.0	0.0902
PCDHB12	WDFY3	0.0	0.0753
PCDHB12	SPATA31D1	0.0	0.065
PCDHB12	MYO18B	0.0	0.065
PCDHB12	TGFBR2	0.0	0.0807
ARID1B	KMT2D	0.011764705882352941	0.0513
ARID1B	MAGEC1	0.0	0.0836
ARID1B	SYNE1	0.018518518518518517	0.068
ARID1B	FAT1	0.015503875968992248	0.0276
ARID1B	PEG3	0.0	0.0756
ARID1B	ZNF804B	0.0	0.075
ARID1B	NPAP1	0.0	0.0756
ARID1B	CTNND2	0.0	0.0756
ARID1B	ASPM	0.0	0.0836
ARID1B	FBXW7	0.0	0.0756
CDKN2A	TP53	0.20365535248041775	0.0411
CDKN2A	HUWE1	0.07692307692307693	0.0364
CDKN2A	GRIK2	0.025210084033613446	0.0471
CDKN2A	CTBP2	0.008928571428571428	0.0751
CDKN2A	PA2G4	0.0	0.0991
CDKN2A	CASZ1	0.0	0.00605
CDKN2A	TPR	0.008771929824561403	0.0344
CDKN2A	MYT1L	0.017391304347826087	0.07
CDKN2A	ERBB4	0.04065040650406504	0.0749
CDKN2A	MYLK	0.02564102564102564	0.0894
CDKN2A	LEF1	0.0	0.0991
CDKN2A	KIF4B	0.03278688524590164	0.0439
CDKN2A	LOXL2	0.008849557522123894	0.04954
CDKN2A	RNU7-174P	0.0	0.0617
CDKN2A	NPR2	0.0	0.0617
CDKN2A	ANKRD26	0.008695652173913044	0.0223
CDKN2A	BCO2	0.0	0.0991
CDKN2A	SEPTIN12	0.0	0.0991
CDKN2A	IGHV1-18	0.0	0.0991
CDKN2A	SLC13A5	0.0	0.0448
CDKN2A	TRIM54	0.0	0.0991
CDKN2A	CAPN6	0.008928571428571428	0.0751
CDKN2A	VPS13D	0.046511627906976744	0.0371
CDKN2A	SEMA5B	0.025423728813559324	0.0706
CDKN2A	ADAMTS14	0.017543859649122806	0.0961
CDKN2A	LRP10	0.0	0.0617
CDKN2A	MUC16	0.09947643979057591	0.00025
CDKN2A	DYRK1A	0.0	0.0274
CDKN2A	TBX15	0.0	0.0991
CDKN2A	QSOX2	0.0	0.0448
CDKN2A	MSLN	0.0	0.0617
CDKN2A	ENTHD1	0.0	0.0991
CDKN2A	HSPG2	0.025423728813559324	0.0706
CDKN2A	PLEKHG1	0.017543859649122806	0.0961
CDKN2A	ANGPT2	0.0	0.0991
CDKN2A	KRT5	0.0	0.00044
CDKN2A	TTBK2	0.0	0.0274
CDKN2A	HEATR6	0.0	0.0991
CDKN2A	BAHCC1	0.008928571428571428	0.0751
CDKN2A	ANKRD53	0.0	0.0991
CDKN2A	TSSK2	0.0	0.0617
CDKN2A	FMR1NB	0.0	0.0991
CDKN2A	XIRP2	0.09333333333333334	0.0461
CDKN2A	ADAD1	0.0	0.0448
CDKN2A	TKFC	0.0	0.0991
CDKN2A	FRY	0.04065040650406504	0.0749
CDKN2A	INTS6	0.0	0.0991
CDKN2A	GFOD2	0.0	0.0991
CDKN2A	TMEM145	0.0	0.0617
CDKN2A	PLCXD3	0.0	0.0448
CDKN2A	ARHGEF28	0.0	0.0991
CDKN2A	TRIM27	0.0	0.0448
CDKN2A	OR5A2	0.008928571428571428	0.0751
CDKN2A	NFATC2	0.02564102564102564	0.0894
CDKN2A	NCOA1	0.008928571428571428	0.0751
CDKN2A	MED12L	0.032520325203252036	0.0337
CDKN2A	ZNF318	0.01694915254237288	0.0266
CDKN2A	AHNAK2	0.07142857142857142	0.0376
CDKN2A	HOXC4	0.0	0.0991
CDKN2A	NRXN3	0.04	0.0448
CDKN2A	LAMA3	0.03333333333333333	0.077
CDKN2A	TRAPPC12	0.0	0.0617
CDKN2A	APOB	0.0851063829787234	0.0907
CDKN2A	CCN3	0.0	0.0617
CDKN2A	SLC9A1	0.0	0.0991
CDKN2A	ACBD3	0.0	0.0617
CDKN2A	ZFHX4	0.07746478873239436	0.0435
CDKN2A	ASPM	0.046153846153846156	0.0217
CDKN2A	SLC9A4	0.0	0.0991
CDKN2A	ADGRL4	0.017241379310344827	0.0505
CDKN2A	RBM15	0.0	0.0617
CDKN2A	ZNF646	0.017543859649122806	0.0961
CDKN2A	SEZ6	0.0	0.0617
CDKN2A	SPATA6	0.0	0.0991
CDKN2A	PEAR1	0.0	0.0617
CDKN2A	SLC9A2	0.0	0.0274
CDKN2A	DZIP1L	0.0	0.0448
CDKN2A	FGF12	0.0	0.0617
CDKN2A	GBA3	0.008928571428571428	0.0751
CDKN2A	MAPK9	0.0	0.0991
CDKN2A	ELAPOR2	0.0	0.0991
CDKN2A	RTKN2	0.0	0.0991
CDKN2A	SLCO1B3	0.008695652173913044	0.0223
CDKN2A	RIMBP2	0.02564102564102564	0.0894
CDKN2A	KCNH4	0.017543859649122806	0.0961
CDKN2A	AXL	0.0	0.0274
CDKN2A	FBLN7	0.0	0.0991
CDKN2A	SCRIB	0.017391304347826087	0.07
CDKN2A	OR4B1	0.0	0.0991
CDKN2A	HERC1	0.02459016393442623	0.0203
CDKN2A	MAP2K2	0.0	0.0448
CDKN2A	PLPPR5	0.0	0.0991
CDKN2A	TRPM8	0.0	0.0448
CDKN2A	PDCD10	0.0	0.0991
CDKN2A	ZFAT	0.008771929824561403	0.0344
CDKN2A	OR4C3	0.0	0.0991
CDKN2A	OR11G2	0.0	0.0991
CDKN2A	TEP1	0.01694915254237288	0.0266
CDKN2A	LRP3	0.0	0.0991
CDKN2A	ZNF578	0.0	0.0991
CDKN2A	YTHDF1	0.0	0.0991
CDKN2A	CSF2RA	0.0	0.0991
CDKN2A	NEXMIF	0.040983606557377046	0.0942
CDKN2A	NOX1	0.0	0.0991
CDKN2A	RTF1	0.0	0.0991
CDKN2A	KLHL25	0.0	0.0617
CDKN2A	LMX1A	0.0	0.0991
CDKN2A	CR1L	0.0	0.0991
CDKN2A	ERBB3	0.02564102564102564	0.0894
CDKN2A	C1orf159	0.0	0.0991
CDKN2A	HDAC4	0.0	0.00605
CDKN2A	IBSP	0.0	0.0991
CDKN2A	MARCHF11	0.0	0.0617
CDKN2A	TASOR2	0.017241379310344827	0.0505
CDKN2A	LRRC55	0.0	0.0991
CDKN2A	ADORA2A	0.0	0.0991
CDKN2A	TMPRSS6	0.0	0.0617
CDKN2A	MAP2	0.03278688524590164	0.0439
CDKN2A	MED13L	0.008695652173913044	0.0223
CDKN2A	RASGEF1C	0.0	0.0991
CDKN2A	MYO15A	0.047619047619047616	0.0672
CDKN2A	NLGN1	0.01652892561983471	0.00855
CDKN2A	DSPP	0.0	0.0991
CDKN2A	ADCY1	0.03305785123966942	0.0628
CDKN2A	HNRNPUL2	0.0	0.0274
CDKN2A	ARHGEF40	0.0	0.0617
CDKN2A	GNA15	0.0	0.0991
CDKN2A	SLC6A1	0.0	0.0991
CDKN2A	ARHGAP32	0.008849557522123894	0.04954
CDKN2A	RBX1	0.0	0.0991
CDKN2A	F9	0.0	0.0274
CDKN2A	CEP135	0.0	0.0991
CDKN2A	FRMPD2B	0.0	0.0617
CDKN2A	NDST4	0.025210084033613446	0.0471
CDKN2A	MITF	0.0	0.0991
CDKN2A	SH3GL3	0.0	0.0991
CDKN2A	AGO4	0.008928571428571428	0.0751
CDKN2A	ZSWIM5	0.0	0.0617
CDKN2A	PPP4R3B	0.0	0.0991
CDKN2A	ANKZF1	0.0	0.0448
CDKN2A	TTI2	0.0	0.0991
CDKN2A	ATP1A3	0.017543859649122806	0.0961
CDKN2A	FLRT3	0.008928571428571428	0.0751
CDKN2A	ARFGAP1	0.0	0.0991
CDKN2A	IPO13	0.008928571428571428	0.0751
CDKN2A	CDCP2	0.0	0.0991
CDKN2A	PCDHGA12	0.016666666666666666	0.0128
CDKN2A	SOBP	0.008928571428571428	0.0751
CDKN2A	NR2E1	0.0	0.0617
CDKN2A	AREL1	0.0	0.0991
CDKN2A	TRAP1	0.0	0.0991
CDKN2A	NCAN	0.008928571428571428	0.0751
CDKN2A	SLC4A2	0.008928571428571428	0.0751
CDKN2A	TYRO3	0.0	0.0991
CDKN2A	TAS2R60	0.0	0.0991
CDKN2A	SLCO5A1	0.017543859649122806	0.0961
CDKN2A	MIB1	0.0	0.0991
CDKN2A	ZMIZ2	0.0	0.0991
CDKN2A	ZMAT4	0.0	0.0991
CDKN2A	PIP5K1B	0.008849557522123894	0.04954
CDKN2A	ST6GAL2	0.0	0.0448
CDKN2A	CACNA1S	0.008771929824561403	0.0344
CDKN2A	IL9R	0.0	0.0121
CDKN2A	CASP6	0.0	0.0991
CDKN2A	ARMCX5-GPRASP2	0.0	0.0991
CDKN2A	PROS1	0.008849557522123894	0.04954
